"","Ledger.Name","Project.No","Project.Description","Date","Period","Reference","Trans.Nbr","Ordernr","Order.Line.Nbr","Document.Type","Unique.Number","Amount","Narrative.1","Narrative.2","Narrative.3","Funding.Source","Accountnr","X","CapSentiment","CapSentiment_Cl"
"14838","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","9/08/2019",2,"00006917",8,"P040170",4,"APINVP",234293,127,"Blue 7mm Spray Nozzle","","Madson Mechanical Maintenance","MAINT","M410000.6230.28.00",NA,0,0
"14839","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","9/08/2019",2,"00006917",9,"P040170",6,"APINVP",234293,129,"Yellow 9mm Spray Nozzle","","Madson Mechanical Maintenance","MAINT","M410000.6230.28.00",NA,0,0
"14840","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","9/08/2019",2,"00006917",10,"P040170",8,"APINVP",234293,124,"Red 11mm Spray Nozzle","","Madson Mechanical Maintenance","MAINT","M410000.6230.28.00",NA,0,0
"14841","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","10/06/2019",2,"8799607",11,"P038629",41,"APINVP",237798,45,"SCDA9F44210 Minature circuit","","Rexel Electical Supplies Pty Ltd","MAINT","M410000.6230.28.00",NA,0,0
"14842","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","21/08/2019",3,"PI3748789",12,"P040894",2,"APINVP",239509,153,"P782909 Air Oil Separator","","Westrac Equipment Pty Ltd","MAINT","M410000.6230.28.00",NA,0,0
"14843","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","21/08/2019",3,"PI3748789",13,"P040894",3,"APINVP",239509,69,"P608533 Air Primary Powerc","","Westrac Equipment Pty Ltd","MAINT","M410000.6230.28.00",NA,0,0
"14844","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/09/2019",3,"RJ001461",14,"",NA,"$REVJRNL",0,162,"1G-8878 Filter","WESTRAC EQUIPMENT PTY LTD; P040894/1","EOM Works Commitment accrual","MAINT","M410000.6230.28.00",NA,0,0
"14846","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/10/2019",4,"RJ001501",16,"",NA,"$REVJRNL",0,162,"1G-8878 Filter","WESTRAC EQUIPMENT PTY LTD; P040894/1","EOM Works Commitment accrual","MAINT","M410000.6230.28.00",NA,0,0
"14848","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","30/11/2019",5,"RJ001545",18,"",NA,"$REVJRNL",0,162,"1G-8878 Filter","WESTRAC EQUIPMENT PTY LTD; P040894/1","EOM Works Commitment accrual","MAINT","M410000.6230.28.00",NA,0,0
"14850","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/12/2019",6,"RJ001582",20,"",NA,"$REVJRNL",0,162,"1G-8878 Filter","WESTRAC EQUIPMENT PTY LTD; P040894/1","EOM Works Commitment accrual","MAINT","M410000.6230.28.00",NA,0,0
"14852","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","22/01/2020",7,"481268593",22,"P045026",2,"APINVP",265067,29,"HARDENERS- WEATHERMAX 976-84593 0.8L","","Dulux Australia","MAINT","M410000.6230.28.00",NA,0,0
"14853","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","22/01/2020",7,"481268593",23,"P045026",4,"APINVP",265067,141,"W/MAX HBR-CLEAR BASE 770-63003  3.2L JAD","","Dulux Australia","MAINT","M410000.6230.28.00",NA,0,0
"14854","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","22/01/2020",7,"481268593",24,"P045026",5,"APINVP",265067,29,"HARDNERS-WEATHERMAX HBR 976-84593- 0.8L","","Dulux Australia","MAINT","M410000.6230.28.00",NA,0,0
"14855","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","22/01/2020",7,"481268593",25,"P045026",6,"APINVP",265067,124,"W/MAX HBR-LF GOLDEN YELLOW 770-39141-3.2","","Dulux Australia","MAINT","M410000.6230.28.00",NA,0,0
"14856","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","22/01/2020",7,"481268593",26,"P045026",7,"APINVP",265067,20,"HARDNERS-DUREBILD STE 979-84539 0.8L","","Dulux Australia","MAINT","M410000.6230.28.00",NA,0,0
"14857","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","22/01/2020",7,"481268593",27,"P045026",8,"APINVP",265067,65,"DUREBILT STE-LGHT GRY N35","","Dulux Australia","MAINT","M410000.6230.28.00",NA,0,0
"14858","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/01/2020",7,"RJ001616",28,"",NA,"$REVJRNL",0,42,"HARDENERS-WEATHERMAX HBR 0.8L","DULUX AUSTRALIA; P044934/0","EOM Works Commitment accrual","MAINT","M410000.6230.28.00",NA,0,0
"14859","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","31/01/2020",7,"RJ001616",29,"",NA,"$REVJRNL",0,164,"W/MAX HBR-DEEP BASE 3.2 L","DULUX AUSTRALIA; P044934/0","EOM Works Commitment accrual","MAINT","M410000.6230.28.00",NA,0,0
"14862","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","29/01/2020",8,"481355555",32,"P044934",1,"APINVP",266751,29,"HARDENERS-WEATHERMAX HBR 0.8L","","Dulux Australia","MAINT","M410000.6230.28.00",NA,0,0
"14863","20PLACT","M410000","P-P Plant & Equip - Plant & Equipment","29/01/2020",8,"481355555",33,"P044934",2,"APINVP",266751,115,"W/MAX HBR-DEEP BASE 3.2 L","","Dulux Australia","MAINT","M410000.6230.28.00",NA,0,0
"14864","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/07/2019",2,"00001423",1,"P040244",1,"APINVP",235961,545,"Hilux Car Detail","","Aspect Agencies & Aspect Detailing","MAINT","M411000.6105.01.00",NA,0,0
"14865","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","13/07/2019",1,"INV-0974",1,"P039260",1,"APINVP",229724,1899,"1EHG 707 BULL BAR DISS & SKID PLATES","","Jeneilfen Corrosion Services","MAINT","M411000.6105.02.00",NA,0,0
"14868","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/07/2019",2,"1000048264",4,"P039214",1,"APINVP",235093,920,"19ft Electric Scissorlift","","Access Equipment Hire","MAINT","M411000.6105.02.00",NA,0,0
"14869","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/07/2019",2,"1000048264",5,"P039214",3,"APINVP",235093,14,"Environmental Levy","","Access Equipment Hire","MAINT","M411000.6105.02.00",NA,0,0
"14871","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","30/06/2019",2,"1000041500",7,"P039214",1,"APINVP",235116,800,"19ft Electric Scissorlift","","Access Equipment Hire","MAINT","M411000.6105.02.00",NA,0,0
"14872","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","30/06/2019",2,"1000041500",8,"P039214",3,"APINVP",235116,12,"Environmental Levy","","Access Equipment Hire","MAINT","M411000.6105.02.00",NA,0,0
"14875","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","28/08/2019",3,"22524",11,"P041177",1,"APINVP",239632,98,"Locate fault with Interior light.","","TLS Auto Electrics Pty Ltd","MAINT","M411000.6105.02.00",NA,0,0
"14876","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/08/2019",3,"1000057498",12,"P039214",1,"APINVP",242714,880,"19ft Electric Scissorlift","","Access Equipment Hire","MAINT","M411000.6105.02.00",NA,0,0
"14877","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/08/2019",3,"1000057498",13,"P039214",3,"APINVP",242714,13,"Environmental Levy","","Access Equipment Hire","MAINT","M411000.6105.02.00",NA,0,0
"14880","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","30/09/2019",4,"1000065167",16,"P039214",1,"APINVP",247998,840,"19ft Electric Scissorlift","","Access Equipment Hire","MAINT","M411000.6105.02.00",NA,0,0
"14882","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","30/09/2019",4,"1000065167",18,"P039214",3,"APINVP",247998,13,"Environmental Levy","","Access Equipment Hire","MAINT","M411000.6105.02.00",NA,0,0
"14884","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","30/10/2019",5,"4660784289",20,"P042809",2,"APINVP",250438,16,"PROCUMENT RECOVERY","","Repco Auto Parts","MAINT","M411000.6105.02.00",NA,0,0
"14885","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","5/11/2019",5,"255215",21,"P043167",2,"APINVP",252371,30,"FREIGHT","","WA Hino Sales & Service","MAINT","M411000.6105.02.00",NA,0,0
"14886","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/10/2019",5,"1000071491",22,"P039214",1,"APINVP",254208,920,"19ft Electric Scissorlift","","Access Equipment Hire","MAINT","M411000.6105.02.00",NA,0,0
"14887","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/10/2019",5,"1000071491",23,"P039214",3,"APINVP",254208,14,"Environmental Levy","","Access Equipment Hire","MAINT","M411000.6105.02.00",NA,0,0
"14889","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","25/11/2019",5,"840686",25,"P043634",2,"APINVP",254780,108,"FPH Check VHF radio-n/w","","Major Motors Pty Ltd","MAINT","M411000.6105.02.00",NA,0,0
"14890","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","25/11/2019",5,"840661",26,"P043634",1,"APINVP",254781,77,"FPH Check plug-broken","","Major Motors Pty Ltd","MAINT","M411000.6105.02.00",NA,0,0
"14892","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","2/12/2019",6,"00081696",28,"P041262",2,"APINVP",258169,403,"VARAITION - TRITON UTE 1CNA-426 Clutch R","","N&L Mechanical","MAINT","M411000.6105.02.00",NA,0,0
"14893","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","30/11/2019",6,"1000081107",29,"P039214",1,"APINVP",259002,840,"19ft Electric Scissorlift","","Access Equipment Hire","MAINT","M411000.6105.02.00",NA,0,0
"14894","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","30/11/2019",6,"1000081107",30,"P039214",3,"APINVP",259002,13,"Environmental Levy","","Access Equipment Hire","MAINT","M411000.6105.02.00",NA,0,0
"14901","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/12/2019",7,"1000088616",37,"P039214",1,"APINVP",263187,880,"19ft Electric Scissorlift","","Access Equipment Hire","MAINT","M411000.6105.02.00",NA,0,0
"14902","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/12/2019",7,"1000088616",38,"P039214",3,"APINVP",263187,13,"Environmental Levy","","Access Equipment Hire","MAINT","M411000.6105.02.00",NA,0,0
"14904","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","12/12/2019",8,"PC013697",40,"",NA,"PCEXP",266417,180,"Towing for Stolen Vehicle","SWAN TOWING SERVICE      MIDVALE     WA","Martyn Stafford","MAINT","M411000.6105.02.00",NA,0,0
"14912","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","20/09/2019",4,"P125117557",7,"P041745",1,"APINVP",247783,658,"Reverse Camera's","","Pilbara Motor Group - Karratha","MAINT","M411000.6230.01.00",NA,0,0
"14913","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/01/2020",7,"RJ001616",8,"",NA,"$REVJRNL",0,408,"GME UHF Radio","JOLLY GOOD AUTO ELECTRICS; P045193/0","EOM Works Commitment accrual","MAINT","M411000.6230.01.00",NA,0,0
"14915","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","29/01/2020",8,"00085251",10,"P045193",1,"APINVP",266482,408,"GME UHF Radio","","Jolly Good Auto Electrics","MAINT","M411000.6230.01.00",NA,0,0
"14921","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","11/06/2019",1,"4660766947",6,"P038958",1,"APINVP",226542,22,"STOP/TAIL/ INDICATOR LIGHT","","Repco Auto Parts","MAINT","M411000.6230.02.00",NA,0,0
"14923","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","24/06/2019",1,"00007158",8,"P039379",1,"APINVP",228668,170,"PTD RHS 75 X 50 X 2.0 X 8M","","Australian Steel & Procurement Services","MAINT","M411000.6230.02.00",NA,0,0
"14924","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","24/06/2019",1,"00007158",9,"P039379",2,"APINVP",228668,369,"HRC SHEET 2400 X 1200 X 2.5","","Australian Steel & Procurement Services","MAINT","M411000.6230.02.00",NA,0,0
"14925","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","24/06/2019",1,"00007158",10,"P039379",4,"APINVP",228668,55,"25MM ROUND SOLID 1020 BRIGHT @ 3M","","Australian Steel & Procurement Services","MAINT","M411000.6230.02.00",NA,0,0
"14926","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","24/06/2019",1,"00007158",11,"P039379",5,"APINVP",228668,98,"MS PLATE 4MM, SHAPE 170 X 40 WITH HOLE","","Australian Steel & Procurement Services","MAINT","M411000.6230.02.00",NA,0,0
"14927","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","24/06/2019",1,"00007158",12,"P039379",7,"APINVP",228668,32,"MS PLATE 10MM, SHAPE 50 X 35MM","","Australian Steel & Procurement Services","MAINT","M411000.6230.02.00",NA,0,0
"14928","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","30/06/2019",1,"0383-80069564",13,"P040019",81,"APINVP",229350,22,"Con Note: 1515330002480 SFS","","Toll Ipec - East Side","MAINT","M411000.6230.02.00",NA,0,0
"14929","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","28/06/2019",1,"00254622",14,"P040060",10,"APINVP",229993,246,"Con Note: 281723 ASAPS","","RGR Road Haulage Pty Ltd","MAINT","M411000.6230.02.00",NA,0,0
"14930","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/07/2019",1,"RJ001377",15,"",NA,"$REVJRNL",0,20,"Con Note: 7375350002032 UES INT","TOLL IPEC - EAST SIDE; P037695/0","EOM Works Commitment accrual","MAINT","M411000.6230.02.00",NA,0,0
"14932","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/07/2019",1,"RJ001377",17,"",NA,"$REVJRNL",0,66,"MICRO MINI & ATS BLADE KIT 300PCS","REPCO AUTO PARTS; P039558/0","EOM Works Commitment accrual","MAINT","M411000.6230.02.00",NA,0,0
"14936","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","13/07/2019",2,"4660770911",21,"P039558",1,"APINVP",236606,66,"MICRO MINI & ATS BLADE KIT 300PCS","","Repco Auto Parts","MAINT","M411000.6230.02.00",NA,0,0
"14938","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","22/03/2019",2,"0369",24,"P037695",1,"APINVP",238123,20,"Con Note: 7375350002032 UES INT","","Toll Ipec - East Side","MAINT","M411000.6230.02.00",NA,0,0
"14939","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","26/08/2019",2,"252573",25,"P041028",1,"APINVP",237911,127,"RUBBER FLOOE MAT SET WIDE CAB","","WA Hino Sales & Service","MAINT","M411000.6230.02.00",NA,0,0
"14940","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","26/08/2019",2,"252573",26,"P041028",2,"APINVP",237911,185,"DRVS S/CVR HINO 300","","WA Hino Sales & Service","MAINT","M411000.6230.02.00",NA,0,0
"14942","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","1/09/2019",3,"0392-80069564",27,"P041808",68,"APINVP",242082,28,"Con Note: 8989128807 WA Hino","","Toll Ipec - East Side","MAINT","M411000.6230.02.00",NA,0,0
"14949","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/10/2019",4,"RJ001501",34,"",NA,"$REVJRNL",0,60,"DASHMAT","REPCO AUTO PARTS; P042809/0","EOM Works Commitment accrual","MAINT","M411000.6230.02.00",NA,0,0
"14950","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/10/2019",4,"RJ001501",35,"",NA,"$REVJRNL",0,16,"PROCUMENT RECOVERY","REPCO AUTO PARTS; P042809/0","EOM Works Commitment accrual","MAINT","M411000.6230.02.00",NA,0,0
"14955","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","30/10/2019",5,"4660784289",40,"P042809",1,"APINVP",250438,60,"DASHMAT","","Repco Auto Parts","MAINT","M411000.6230.02.00",NA,0,0
"14956","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","15/10/2019",5,"824058",41,"P042564",1,"APINVP",250838,118,"FILTER CABIN AIR","","Major Motors Pty Ltd","MAINT","M411000.6230.02.00",NA,0,0
"14957","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","14/10/2019",5,"00263150",42,"P043388",14,"APINVP",252373,193,"CON NOTE: 281979 ASAPS","","RGR Road Haulage Pty Ltd","MAINT","M411000.6230.02.00",NA,0,0
"14958","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","5/11/2019",5,"255215",43,"P043167",1,"APINVP",252371,235,"SEAT COVERS CARBON 500 FR","","WA Hino Sales & Service","MAINT","M411000.6230.02.00",NA,0,0
"14963","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","5/12/2019",6,"4660788349",48,"P044020",2,"APINVP",257128,23,"STEERINGWHEELCOVER LEATHR 15 IN","","Repco Auto Parts","MAINT","M411000.6230.02.00",NA,0,0
"14964","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","3/12/2019",6,"844420",49,"P043966",1,"APINVP",258136,34,"NON LOCKING FUEL CAP","","Major Motors Pty Ltd","MAINT","M411000.6230.02.00",NA,0,0
"14965","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","8/12/2019",6,"0406-80069564",50,"P044342",89,"APINVP",260067,26,"Con Note: 8986657751 AES","","Toll Ipec - East Side","MAINT","M411000.6230.02.00",NA,0,0
"14969","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/12/2019",6,"RJ001582",54,"",NA,"$REVJRNL",0,544,"HEAD, PNEUMATIC SPRAY 3""","AES EQUIPMENT SOLUTIONS; P043491/0","EOM Works Commitment accrual","MAINT","M411000.6230.02.00",NA,0,0
"14976","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/01/2020",7,"RJ001616",61,"",NA,"$REVJRNL",0,43,"PIPE BLK MED 20NB X 6.5M","AUSTRALIAN STEEL & PROCUREMENT SERVICES;","EOM Works Commitment accrual","MAINT","M411000.6230.02.00",NA,0,0
"14978","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/01/2020",7,"RJ001616",63,"",NA,"$REVJRNL",0,544,"HEAD, PNEUMATIC SPRAY 3""","AES EQUIPMENT SOLUTIONS; P043491/0","EOM Works Commitment accrual","MAINT","M411000.6230.02.00",NA,0,0
"14980","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","31/01/2020",7,"RJ001616",65,"",NA,"$REVJRNL",0,339,"CHECK AM / FM AERIAL BROKEN","TERRACE COURT UNIT TRUST T/A PILBARA MOT","EOM Works Commitment accrual","MAINT","M411000.6230.02.00",NA,0,0
"14988","20PLACT","M411000","P-V Plant & Equip - Motor Vehicle","28/01/2020",8,"00009089",73,"P045132",2,"APINVP",266776,43,"PIPE BLK MED 20NB X 6.5M","","Australian Steel & Procurement Services","MAINT","M411000.6230.02.00",NA,0,0
"15004","20PLACT","O100106","Lumsden Point EOI Process - D&T Cost","24/10/2019",5,"5010081",4,"P040776",1,"APINVP",254207,7260,"Lumsden Point RFP - Engineering Adviser","","Advisian Pty Ltd","LPDEV","O100106.6100.34.00",NA,0,0
"15005","20PLACT","O100108","Lumsden Development (Engineering)","1/08/2019",2,"112-0001140",1,"P040777",1,"APINVP",236666,9361,"Lumsden Geotech Investigations","","GHD","LPDEV","O100108.6100.34.00",NA,0,0
"15006","20PLACT","O100108","Lumsden Development (Engineering)","30/08/2019",3,"112-0004856",2,"P040777",1,"APINVP",242876,44818,"Lumsden Geotech Investigations","","GHD","LPDEV","O100108.6100.34.00",NA,0,0
"15007","20PLACT","O100108","Lumsden Development (Engineering)","26/09/2019",4,"112-0007625",3,"P040777",1,"APINVP",245219,21972,"Lumsden Geotech Investigations","","GHD","LPDEV","O100108.6100.34.00",NA,0,0
"15008","20PLACT","O100108","Lumsden Development (Engineering)","23/10/2019",4,"112-0010550",4,"P040777",1,"APINVP",249266,8194,"Lumsden Geotech Investigations","","GHD","LPDEV","O100108.6100.34.00",NA,0,0
"15009","20PLACT","O100108","Lumsden Development (Engineering)","28/11/2019",6,"112-0015279",5,"P040777",1,"APINVP",259270,11690,"Lumsden Geotech Investigations","","GHD Pty Ltd","LPDEV","O100108.6100.34.00",NA,0,0
"15012","20PLACT","O100125","Sensor Integration and System Improvements","25/07/2019",2,"INV-0397",1,"P039919",1,"APINVP",233795,21540,"MOVUS Sensors for Utah Point 6 mth trial","","MOVUS","OPER","O100125.6105.28.00",NA,0,0
"15027","20PLACT","O100126","Asset Register Improvements","23/09/2019",3,"GJ002778",1,"",NA,"$JOURNAL",242549,111,"Amend coding  - meal for 2 consultants","Per attached email (excl GST)","PC011621 - Steve Tyter","OPER","O100126.6745.00.00",NA,0,0
"15028","20PLACT","O100128","Oil Spill Response Field Application","19/12/2019",6,"90073897",1,"P044256",2,"APINVP",260704,4712,"ArcGIS Online Field Worker","","ESRI Australia Pty Ltd","OPER","O100128.6845.01.00",NA,0,0
"15042","20PLACT","O100129","Refuelling Generators & Light Towers Ashburton","9/01/2020",7,"125090",14,"P043677",1,"APINVP",262741,9968,"Site Refuelling","","C Munro Contractors","OPER","O100129.6215.03.00",NA,0,0
"15045","20PLACT","O100130","PPU Maintenance Expenses","13/12/2019",6,"PC013693",3,"",NA,"PCEXP",260047,17,"cc surcharge","DHL Express AU           Brisbane    AUS","Jason Rebello","OPER","O100130.6260.02.00",NA,0,0
"15046","20PLACT","O100130","PPU Maintenance Expenses","20/12/2019",6,"ND03691",4,"P044394",1,"APINVP",260606,27888,"Support 30/09/19 - 31/03/2019","","Navicom Dynamics","OPER","O100130.6260.02.00",NA,0,0
"15048","20PLACT","O100130","PPU Maintenance Expenses","13/12/2019",7,"PC013674",6,"",NA,"PCEXP",263283,122,"PPUs (Batteries) disbursement","DHL Express AU           Brisbane    AUS","Myron Fernandes","OPER","O100130.6260.02.00",NA,0,0
"15049","20PLACT","O100130","PPU Maintenance Expenses","13/12/2019",7,"PC013674",7,"",NA,"PCEXP",263283,46,"PPUs (Batteries) cc surcharge","DHL Express AU           Brisbane    AUS","Myron Fernandes","OPER","O100130.6260.02.00",NA,0,0
"15053","20PLACT","O101002","POA Foundation Stage","12/07/2019",1,"GJ002656",1,"",NA,"$JOURNAL",0,3786,"Pays F/N Ending 12 July 2019","Wheatstone Foundation Phase","","OPER","O101002.6005.03.00",NA,0,0
"15054","20PLACT","O101002","POA Foundation Stage","27/07/2019",1,"GJ002676",2,"",NA,"$JOURNAL",0,6310,"Pays F/N Ended 26 July 2019","Wheatstone Foundation Phase","","OPER","O101002.6005.03.00",NA,0,0
"15057","20PLACT","O101002","POA Foundation Stage","9/08/2019",2,"GJ002707",5,"",NA,"$JOURNAL",0,6310,"Pays F/N Ending 09 August 2019","Wheatstone Foundation Phase","","OPER","O101002.6005.03.00",NA,0,0
"15058","20PLACT","O101002","POA Foundation Stage","23/08/2019",2,"GJ002726",6,"",NA,"$JOURNAL",0,6310,"Pays F/N Ended 23 August 2019","Wheatstone Foundation Phase Salaries","","OPER","O101002.6005.03.00",NA,0,0
